Created,ID,Applicant,Job title,Stage type,Stage name,Reject reason,Rejected at,Hired at,Referring site
2023-07-10T07:21:49.356Z,60542655,DIANA JONES,Orthodontic Assistant,inbox,Inbox,Lacking relevant experience,2023-07-18T18:20:37.590Z,,ZipRecruiter United States
2023-07-10T11:28:51.004Z,60566717,DIANA SMITH,"Dental Receptionist - Brooklyn, NY",interview,Invite For Screening InterviewÂ ,Scheduling Issue,2023-07-20T15:06:12.554Z,,ZipRecruiter United States
2023-07-10T11:49:19.129Z,60568772,FRANK MILLER,Dental Assistant - Brooklyn NY,screening,Pending Response From Candidate,Never Responded,2023-07-18T18:13:23.280Z,,Indeed Direct Apply
2023-07-10T18:00:58.723Z,60607324,GRACE SMITH,Dental Assistant - Brooklyn NY,screening,Pending Response From Candidate,Never Responded,2023-07-18T18:12:05.212Z,,Indeed Direct Apply
2023-07-11T00:20:13.312Z,60631044,JANE TAYLOR,"Dental Receptionist - Brooklyn, NY",interview,Invite For Screening InterviewÂ ,Never Responded,2023-07-21T13:40:14.798Z,,ZipRecruiter United States
2023-07-11T01:03:50.975Z,60632155,JOHN MOORE,Orthodontic Assistant,screening,Reviewing,Lacking relevant experience,2023-07-21T13:41:17.185Z,,Indeed Direct Apply
2023-07-12T14:04:58.705Z,60778871,BOB JOHNSON,Orthodontic Assistant,screening,Pending Response From Candidate,Never Responded,2023-07-24T11:07:52.701Z,,ZipRecruiter United States
2023-07-13T07:37:31.857Z,60836018,ETHAN WILLIAMS,Dental Receptionist,interview,Invite for Working Interview,Scheduling Issue,2023-09-14T13:41:33.558Z,,Indeed Direct Apply
2023-07-13T11:23:42.836Z,60857571,JANE WILSON,Dental Receptionist,screening,Pending Response From Candidate,Failed Zoom interview,2023-07-21T13:45:04.383Z,,Indeed Direct Apply
2023-07-13T13:15:00.089Z,60867728,CHARLIE JOHNSON,Dental Receptionist,screening,Pending Response From Candidate,Never Responded,2023-07-26T10:51:45.481Z,,Indeed Direct Apply
2023-07-13T13:36:45.119Z,60869940,DIANA MOORE,Dental Receptionist,screening,Pending Response From Candidate,Took another job,2023-07-25T15:34:19.642Z,,Indeed Direct Apply
2023-07-13T14:23:46.578Z,60874589,EMMA DAVIS,Dental Receptionist,inbox,Inbox,Lacking relevant experience,2023-07-13T16:34:09.671Z,,Indeed Direct Apply
2023-07-13T14:47:58.635Z,60876987,DIANA MILLER,Dental Receptionist,screening,Pending Response From Candidate,Never Responded,2023-07-26T10:52:45.021Z,,Indeed Direct Apply
2023-07-13T14:50:37.361Z,60877206,JANE MOORE,Dental Office Manager - Opportunity to expand your horizons,inbox,Inbox,Lacking relevant experience,2023-07-13T15:27:51.511Z,,New_job
2023-07-13T14:51:00.580Z,60877247,JOHN WILSON,Orthodontic Assistant,inbox,Inbox,Lacking relevant experience,2023-07-18T18:20:30.809Z,,Indeed Direct Apply
2023-07-13T16:15:04.573Z,60885205,CHARLIE SMITH,Dental Receptionist,interview,Invite for Working Interview,Salary & Benefits,2023-07-31T14:32:52.695Z,,Indeed Direct Apply
2023-07-13T16:15:21.097Z,60885227,GRACE BROWN,Dental Office Manager,inbox,Inbox,Lacking relevant experience,2023-07-17T12:26:18.824Z,,Indeed Direct Apply
2023-07-13T17:09:39.080Z,60889518,JOHN WILSON,"Business Coach - Brooklyn, NY",inbox,Inbox,Position Filled,2023-07-17T15:49:20.189Z,,Indeed Direct Apply
2023-07-13T19:02:31.599Z,60897432,FRANK WILSON,Dental Receptionist,interview,Invite for Working Interview,Took another job,2023-07-31T14:33:01.682Z,,Indeed Direct Apply
2023-07-13T19:32:36.627Z,60899421,EMMA JONES,Hygienist - Rego Park,inbox,Inbox,Resume Incomplete,2023-07-24T11:32:53.587Z,,ZipRecruiter United States
2023-07-13T20:16:15.664Z,60902177,EMMA JONES,"Dental Receptionist - Brooklyn, NY",offer,Pending Feedback From Field,Never Responded,2023-07-26T10:56:24.684Z,,
2023-07-13T20:40:00.112Z,60903537,FRANK WILSON,Dental Receptionist,interview,Invite for Working Interview,Failed Working Interview,2023-09-26T18:21:02.255Z,,Indeed Direct Apply
2023-07-13T21:25:13.965Z,60906161,ALICE TAYLOR,Dental Receptionist,inbox,Inbox,Failed Zoom interview,2023-07-14T11:40:01.124Z,,Indeed Direct Apply
2023-07-13T21:43:22.787Z,60907086,DIANA JOHNSON,Dental Receptionist,inbox,Inbox,Lacking relevant experience,2023-07-14T11:45:48.993Z,,Indeed Direct Apply
2023-07-13T22:39:37.012Z,60909562,JANE MOORE,Dental Receptionist,interview,Invite For Screening InterviewÂ ,Failed Zoom interview,2023-07-20T18:41:57.926Z,,Indeed Direct Apply
2023-07-13T23:53:29.534Z,60912014,ALICE DAVIS,Dental Office Manager - Opportunity to expand your horizons,inbox,Inbox,Lacking relevant experience,2023-07-14T13:26:22.953Z,,Indeed Direct Apply
2023-07-14T00:30:36.299Z,60912950,JOHN MOORE,Dental Office Manager - Opportunity to expand your horizons,inbox,Inbox,Lacking relevant experience,2023-07-14T13:51:42.295Z,,ZipRecruiter United States
2023-07-14T00:35:28.719Z,60913047,BOB MOORE,Dental Receptionist,screening,Pending Response From Candidate,Commute & location,2023-07-26T10:48:29.602Z,,ZipRecruiter United States
2023-07-14T02:02:53.695Z,60914860,JANE WILLIAMS,Dental Receptionist,inbox,Inbox,Lacking relevant experience,2023-07-14T12:06:48.521Z,,Indeed Direct Apply
2023-07-14T02:30:08.762Z,60915356,BOB WILLIAMS,Dental Office Manager - Opportunity to expand your horizons,inbox,Inbox,Lacking relevant experience,2023-07-14T13:26:35.104Z,,Indeed Direct Apply
2023-07-14T03:09:59.546Z,60916082,GRACE BROWN,Dental Receptionist,inbox,Inbox,Lacking relevant experience,2023-07-14T12:11:53.471Z,,Indeed Direct Apply
2023-07-14T04:33:12.480Z,60917615,DIANA WILLIAMS,Dental Office Manager - Opportunity to expand your horizons,inbox,Inbox,Lacking relevant experience,2023-07-14T13:23:13.608Z,,Indeed Direct Apply
2023-07-14T06:15:06.362Z,60920419,FRANK MOORE,Dental Office Manager - Opportunity to expand your horizons,screening,Reviewing,No Show,2023-07-17T12:36:18.280Z,,Indeed Direct Apply
2023-07-14T07:57:32.479Z,60925399,EMMA MILLER,Hygienist - Rego Park,screening,Pending Feeback From Field,,,,Indeed Direct Apply
2023-07-14T11:26:44.065Z,60960461,DIANA TAYLOR,Dental Office Manager - Opportunity to expand your horizons,interview,Interview,Never Responded,2023-09-09T12:05:12.503Z,,Indeed Direct Apply
2023-07-14T13:21:28.143Z,60975990,CHARLIE MILLER,Dental Office Manager - Opportunity to expand your horizons,interview,Interview,Lacking relevant experience,2023-07-20T23:20:22.634Z,,Indeed Direct Apply
2023-07-14T13:34:23.095Z,60977638,GRACE JOHNSON,Dental Office Manager - Opportunity to expand your horizons,inbox,Inbox,Lacking relevant experience,2023-07-14T13:58:22.649Z,,ZipRecruiter United States
2023-07-14T13:58:31.637Z,60980886,ETHAN DAVIS,Orthodontic Assistant,screening,Pending Feeback From Field,Never Responded,2023-07-24T11:07:10.422Z,,Indeed Direct Apply
2023-07-14T14:51:11.447Z,60987793,DIANA MILLER,Dental Receptionist,inbox,Inbox,Lacking relevant experience,2023-07-14T15:19:52.017Z,,Indeed Direct Apply
2023-07-14T17:53:28.709Z,61007963,BOB JOHNSON,"Dental Receptionist - Brooklyn, NY",inbox,Inbox,Lacking relevant experience,2023-07-17T14:23:59.939Z,,Indeed Direct Apply
2023-07-14T18:33:44.466Z,61011644,EMMA TAYLOR,Dental Receptionist,inbox,Inbox,Lacking relevant experience,2023-07-17T14:03:11.554Z,,Indeed Direct Apply
2023-07-14T20:41:09.616Z,61022039,ETHAN BROWN,Dental Office Manager - Opportunity to expand your horizons,inbox,Inbox,Lacking relevant experience,2023-07-17T12:39:24.443Z,,Indeed Direct Apply
2023-07-15T03:16:39.693Z,61037890,FRANK DAVIS,Dental Receptionist,inbox,Inbox,Lacking relevant experience,2023-07-17T14:05:09.068Z,,Indeed Direct Apply
2023-07-15T10:05:47.212Z,61052669,GRACE MILLER,Dental Receptionist,inbox,Inbox,Lacking relevant experience,2023-07-17T14:09:07.686Z,,Indeed Direct Apply
2023-07-15T14:46:12.234Z,61066814,CHARLIE JOHNSON,Dental Receptionist,inbox,Inbox,Lacking relevant experience,2023-07-17T14:16:07.856Z,,ZipRecruiter United States
2023-07-15T15:29:49.731Z,61069166,JOHN WILSON,Dental Office Manager - Opportunity to expand your horizons,inbox,Inbox,Lacking relevant experience,2023-07-15T15:30:57.862Z,,Indeed Direct Apply
2023-07-15T16:11:47.709Z,61071271,FRANK JONES,Dental Office Manager - Opportunity to expand your horizons,inbox,Inbox,Lacking relevant experience,2023-07-15T16:16:34.744Z,,ZipRecruiter United States
2023-07-15T16:32:29.591Z,61072248,JANE WILLIAMS,"Dental Receptionist - Brooklyn, NY",interview,Invite for Working Interview,Failed Working Interview,2023-08-07T13:54:48.694Z,,Indeed Direct Apply
2023-07-15T16:39:12.281Z,61072564,BOB JONES,Dental Office Manager - Opportunity to expand your horizons,inbox,Inbox,Lacking relevant experience,2023-07-15T18:17:48.772Z,,Indeed Direct Apply
2023-07-15T18:35:35.310Z,61077595,ALICE DAVIS,Dental Receptionist,inbox,Inbox,Lacking relevant experience,2023-07-17T14:17:43.239Z,,Indeed Direct Apply
2023-07-15T20:56:57.295Z,61082978,FRANK SMITH,Dental Receptionist,inbox,Inbox,Lacking relevant experience,2023-07-17T14:18:45.557Z,,Indeed Direct Apply
2023-07-16T00:55:28.633Z,61088657,JANE SMITH,Dental Receptionist,inbox,Inbox,Lacking relevant experience,2023-07-17T14:22:28.030Z,,Indeed Direct Apply
2023-07-16T15:48:02.796Z,61115293,ALICE WILSON,Dental Office Manager - Opportunity to expand your horizons,inbox,Inbox,Lacking relevant experience,2023-07-17T12:40:15.634Z,,Indeed Direct Apply
2023-07-17T01:26:49.459Z,61138112,FRANK SMITH,Dental Office Manager - Opportunity to expand your horizons,inbox,Inbox,Lacking relevant experience,2023-07-17T15:45:18.252Z,,Indeed Direct Apply
2023-07-17T01:41:41.609Z,61138390,EMMA DAVIS,Business Optimization Manager,offer,Pending Feedback From Field,,,,Indeed Direct Apply
2023-07-17T02:35:10.799Z,61139279,EMMA JONES,Dental Office Manager,screening,Reviewing,Lacking relevant experience,2023-07-31T13:33:07.711Z,,Indeed Direct Apply
2023-07-17T17:18:15.967Z,61234282,JOHN JOHNSON,Dental Receptionist,inbox,Inbox,Lacking relevant experience,2023-07-17T23:35:36.487Z,,ZipRecruiter United States
2023-07-17T17:37:09.666Z,61235839,EMMA MOORE,Dental Receptionist,inbox,Inbox,Lacking relevant experience,2023-07-17T23:37:04.214Z,,ZipRecruiter United States
2023-07-17T18:14:04.835Z,61238705,CHARLIE SMITH,Dental Receptionist,offer,Pending Feedback From Field,Lacking relevant experience,2023-07-18T18:23:46.920Z,,ZipRecruiter United States
2023-07-17T19:11:26.257Z,61243049,DIANA JONES,Dental Receptionist,screening,Pending Response From Candidate,Never Responded,2023-07-26T10:52:28.938Z,,ZipRecruiter United States
2023-07-17T20:53:52.678Z,61251241,BOB JONES,Dental Receptionist,inbox,Inbox,Lacking relevant experience,2023-07-17T23:41:01.289Z,,Indeed Direct Apply
2023-07-17T21:28:42.384Z,61253408,JOHN SMITH,Dental Office Manager - Opportunity to expand your horizons,inbox,Inbox,Never Responded,2023-07-18T14:13:59.824Z,,Indeed Direct Apply
2023-07-18T01:15:44.256Z,61262382,DIANA TAYLOR,Dental Office Manager - Opportunity to expand your horizons,inbox,Inbox,Lacking relevant experience,2023-08-03T12:15:28.069Z,,Indeed Direct Apply
2023-07-18T05:41:42.439Z,61268806,EMMA MILLER,Dental Office Manager,inbox,Inbox,Lacking relevant experience,2023-07-26T12:58:18.892Z,,Indeed Direct Apply
2023-07-18T13:03:36.913Z,61306030,CHARLIE MOORE,Dental Receptionist,inbox,Inbox,Lacking relevant experience,2023-07-18T18:27:09.339Z,,ZipRecruiter United States
2023-07-18T16:46:36.886Z,61327744,ETHAN JOHNSON,Dental Office Manager - Opportunity to expand your horizons,inbox,Inbox,Lacking relevant experience,2023-07-19T11:53:39.689Z,,Indeed Direct Apply
2023-07-18T22:50:06.108Z,61350904,EMMA DAVIS,Dental Office Manager - Opportunity to expand your horizons,inbox,Inbox,Not Eligible To Work In The US,2023-07-19T12:32:17.281Z,,Indeed Direct Apply
2023-07-18T23:38:31.685Z,61352547,JANE DAVIS,Dental Revenue Cycle Manager,offer,Invite to Zoom Screening Interview,Not Living In NYC,2023-07-27T16:51:18.453Z,,Indeed Direct Apply
2023-07-18T23:38:55.502Z,61352556,CHARLIE MOORE,Dental Revenue Cycle Manager,screening,Reviewing,Commute & location,2023-07-26T13:40:03.552Z,,Indeed Direct Apply
2023-07-18T23:58:03.506Z,61353058,ALICE MILLER,Dental Revenue Cycle Manager,screening,Candidates to be rejected,Commute & location,2023-07-26T13:44:15.777Z,,Indeed Direct Apply
2023-07-19T00:15:26.880Z,61353532,BOB SMITH,Dental Revenue Cycle Manager,inbox,Inbox,Lacking relevant experience,2023-07-20T23:50:09.384Z,,Indeed Direct Apply
2023-07-19T00:46:11.768Z,61354335,CHARLIE BROWN,Dental Revenue Cycle Manager,screening,Candidates to be rejected,Commute & location,2023-07-26T13:45:02.856Z,,Indeed Direct Apply
2023-07-19T00:58:27.705Z,61354571,FRANK JOHNSON,Dental Revenue Cycle Manager,offer,Invite to Zoom Screening Interview,No Show,2023-08-11T13:41:32.890Z,,Indeed Direct Apply
2023-07-19T02:04:07.027Z,61355914,CHARLIE TAYLOR,Dental Receptionist,offer,Pending Feedback From Field,More qualified candidate selected,2023-07-21T13:28:28.000Z,,Indeed Direct Apply
2023-07-19T02:05:33.852Z,61355945,ALICE DAVIS,Dental Revenue Cycle Manager,screening,Candidates to be rejected,Commute & location,2023-07-26T13:43:58.034Z,,Indeed Direct Apply
2023-07-19T02:18:20.807Z,61356195,BOB DAVIS,Dental Revenue Cycle Manager,screening,Pending Feeback From Field,,,,Indeed Direct Apply
2023-07-19T02:45:36.220Z,61356689,FRANK JONES,Dental Revenue Cycle Manager,offer,Invite to Zoom Screening Interview,More qualified candidate selected,2023-08-11T13:41:13.985Z,,Indeed Direct Apply
2023-07-19T05:04:10.423Z,61359644,BOB JONES,Dental Revenue Cycle Manager,screening,Candidates to be rejected,Not Living In NYC,2023-07-27T16:58:56.278Z,,Indeed Direct Apply
2023-07-19T06:13:39.096Z,61361748,ETHAN DAVIS,Dental Office Manager,inbox,Inbox,Lacking relevant experience,2023-07-19T12:34:18.449Z,,Indeed Direct Apply
2023-07-19T06:25:21.330Z,61362209,FRANK WILSON,Dental Office Manager - Opportunity to expand your horizons,inbox,Inbox,Lacking relevant experience,2023-07-19T11:48:17.391Z,,
2023-07-19T09:04:35.537Z,61373128,DIANA JONES,Dental Revenue Cycle Manager,screening,Candidates to be rejected,Commute & location,2023-07-26T13:51:25.405Z,,Indeed Direct Apply
2023-07-19T12:41:08.549Z,61393297,CHARLIE WILSON,Dental Revenue Cycle Manager,screening,Pending Feeback From Field,,,,Indeed Direct Apply
2023-07-19T13:05:42.157Z,61395968,JOHN SMITH,Dental Revenue Cycle Manager,screening,Pending Feeback From Field,,,,Indeed Direct Apply
2023-07-19T13:09:07.856Z,61396326,BOB MOORE,Dental Revenue Cycle Manager,screening,Candidates to be rejected,Commute & location,2023-07-26T13:48:40.654Z,,Indeed Direct Apply
2023-07-19T13:46:46.951Z,61400055,DIANA MILLER,Dental Revenue Cycle Manager,screening,Candidates to be rejected,Not Living In NYC,2023-07-27T16:59:31.406Z,,ZipRecruiter United States
2023-07-19T15:31:20.867Z,61410603,ETHAN BROWN,Dental Revenue Cycle Manager,screening,Candidates to be rejected,Lacking relevant experience,2023-08-09T10:25:19.771Z,,Indeed Direct Apply
2023-07-19T16:12:42.193Z,61414477,ETHAN SMITH,Dental Revenue Cycle Manager,screening,Reviewing,Commute & location,2023-07-26T13:43:18.344Z,,Indeed Direct Apply
2023-07-19T17:01:28.292Z,61418778,JANE SMITH,Dental Revenue Cycle Manager,screening,Candidates to be rejected,Commute & location,2023-07-26T13:47:10.837Z,,Indeed Direct Apply
2023-07-19T17:36:37.617Z,61421835,EMMA JONES,Dental Revenue Cycle Manager,screening,Candidates to be rejected,Lacking relevant experience,2023-08-09T10:24:36.131Z,,Indeed Direct Apply
2023-07-19T19:22:28.936Z,61429726,JOHN MILLER,Dental Revenue Cycle Manager,screening,Candidates to be rejected,Commute & location,2023-07-26T13:46:23.917Z,,Indeed Direct Apply
2023-07-19T20:46:27.044Z,61435479,JOHN MOORE,Dental Revenue Cycle Manager,screening,Candidates to be rejected,Commute & location,2023-07-26T13:47:56.314Z,,Indeed Direct Apply
2023-07-19T21:41:56.980Z,61438661,JOHN JOHNSON,Dental Revenue Cycle Manager,screening,Candidates to be rejected,Commute & location,2023-07-26T13:45:52.448Z,,Indeed Direct Apply
2023-07-19T21:59:13.931Z,61439630,ETHAN WILLIAMS,Dental Receptionist,inbox,Inbox,Lacking relevant experience,2023-07-20T18:43:10.735Z,,ZipRecruiter United States
2023-07-19T22:12:24.183Z,61440344,ETHAN WILLIAMS,Dental Office Manager - Opportunity to expand your horizons,inbox,Inbox,Lacking relevant experience,2023-07-20T23:26:34.336Z,,Indeed Direct Apply
2023-07-19T22:43:43.050Z,61441773,JANE JONES,Dental Office Manager - Opportunity to expand your horizons,inbox,Inbox,Lacking relevant experience,2023-07-20T23:24:35.798Z,,Indeed Direct Apply
2023-07-20T02:22:53.509Z,61448325,BOB WILLIAMS,Dental Revenue Cycle Manager,inbox,Inbox,Lacking relevant experience,2023-07-24T11:35:18.486Z,,Indeed Direct Apply
2023-07-20T02:50:14.456Z,61448888,GRACE BROWN,Dental Revenue Cycle Manager,screening,Candidates to be rejected,Commute & location,2023-07-26T13:46:43.255Z,,Indeed Direct Apply
2023-07-20T05:18:20.406Z,61452149,EMMA SMITH,Dental Revenue Cycle Manager,screening,Candidates to be rejected,Not Living In NYC,2023-07-27T17:00:20.538Z,,Indeed Direct Apply
2023-07-20T05:39:34.611Z,61452772,EMMA WILLIAMS,Dental Revenue Cycle Manager,screening,Candidates to be rejected,Commute & location,2023-07-26T13:50:43.639Z,,Indeed Direct Apply
2023-07-20T14:33:17.430Z,61498761,FRANK JONES,Dental Revenue Cycle Manager,screening,Candidates to be rejected,No References ,2023-07-25T10:57:19.154Z,,ZipRecruiter United States
2023-07-20T16:17:04.345Z,61508244,JANE WILSON,Dental Office Manager - Opportunity to expand your horizons,inbox,Inbox,Lacking relevant experience,2023-07-20T23:24:07.938Z,,Indeed Direct Apply
2023-07-20T16:22:29.394Z,61508709,ALICE TAYLOR,Dental Receptionist,screening,Pending Response From Candidate,Failed Zoom interview,2023-07-31T14:32:18.725Z,,Indeed Direct Apply
2023-07-20T16:27:51.325Z,61509168,CHARLIE DAVIS,Dental Revenue Cycle Manager,screening,Candidates to be rejected,Commute & location,2023-07-26T13:50:18.437Z,,ZipRecruiter United States
2023-07-20T16:39:37.624Z,61510123,CHARLIE BROWN,Dental Receptionist,inbox,Inbox,Lacking relevant experience,2023-07-20T23:42:25.248Z,,ZipRecruiter United States
2023-07-20T16:44:39.192Z,61510520,ETHAN JONES,Dental Revenue Cycle Manager,screening,Candidates to be rejected,Lacking relevant experience,2023-08-09T10:27:15.554Z,,Indeed Direct Apply
2023-07-20T17:48:39.403Z,61516335,JANE WILLIAMS,Dental Revenue Cycle Manager,screening,Candidates to be rejected,Commute & location,2023-07-26T13:49:51.546Z,,Indeed Direct Apply
2023-07-20T18:36:19.694Z,61519605,ETHAN JOHNSON,Dental Office Manager - Opportunity to expand your horizons,inbox,Inbox,Lacking relevant experience,2023-07-20T23:23:46.386Z,,Indeed Direct Apply
2023-07-20T19:27:37.480Z,61523159,DIANA DAVIS,Dental Receptionist,inbox,Inbox,Lacking relevant experience,2023-07-20T23:47:32.078Z,,ZipRecruiter United States
2023-07-21T00:52:24.612Z,61537649,CHARLIE BROWN,Dental Revenue Cycle Manager,screening,Reviewing,Commute & location,2023-07-26T13:42:55.745Z,,Indeed Direct Apply
2023-07-21T01:50:15.413Z,61538949,ETHAN MOORE,Dental Revenue Cycle Manager,screening,Reviewing,Commute & location,2023-07-26T13:42:34.857Z,,Indeed Direct Apply
2023-07-21T03:00:02.270Z,61540227,ALICE TAYLOR,Dental Revenue Cycle Manager,screening,Pending Response From Candidate,,,,Indeed Direct Apply
2023-07-21T03:17:13.331Z,61540506,BOB JOHNSON,Dental Revenue Cycle Manager,screening,Reviewing,Commute & location,2023-07-26T13:41:59.453Z,,Indeed Direct Apply
2023-07-21T05:12:03.415Z,61542732,DIANA JONES,Dental Revenue Cycle Manager,screening,Pending Feeback From Field,Failed Zoom interview,2023-08-22T13:46:58.059Z,,Indeed Direct Apply
2023-07-21T07:54:21.118Z,61549435,GRACE TAYLOR,Dental Revenue Cycle Manager,screening,Candidates to be rejected,Commute & location,2023-07-26T13:49:24.696Z,,Indeed Direct Apply
2023-07-21T12:28:03.304Z,61571469,FRANK DAVIS,Dental Receptionist,screening,Pending Response From Candidate,Never Responded,2023-07-26T10:48:17.519Z,,Indeed Direct Apply
2023-07-21T14:51:04.621Z,61584947,ALICE SMITH,Dental Revenue Cycle Manager,screening,Candidates to be rejected,Lacking relevant experience,2023-08-09T10:26:10.663Z,,Indeed Direct Apply
2023-07-21T14:58:55.477Z,61585678,JANE JONES,Dental Office Manager,inbox,Inbox,Lacking relevant experience,2023-07-26T12:57:48.404Z,,Indeed Direct Apply
2023-07-21T17:00:29.902Z,61594942,CHARLIE WILSON,"Dental Receptionist - Brooklyn, NY",screening,Reviewing,Never Responded,2023-07-24T11:04:37.378Z,,Indeed Direct Apply
2023-07-21T19:19:25.058Z,61603168,GRACE JONES,Dental Revenue Cycle Manager,inbox,Inbox,Lacking relevant experience,2023-07-24T11:43:55.761Z,,Indeed Direct Apply
2023-07-21T22:05:38.831Z,61611377,BOB TAYLOR,"Dental Receptionist - Brooklyn, NY",inbox,Inbox,Lacking relevant experience,2023-07-24T11:03:40.336Z,,jooble.org
2023-07-22T03:19:05.230Z,61618089,GRACE WILLIAMS,Dental Revenue Cycle Manager,screening,Reviewing,Commute & location,2023-07-26T13:41:40.219Z,,Indeed Direct Apply
2023-07-22T13:04:11.906Z,61636571,JANE SMITH,Dental Revenue Cycle Manager,screening,Pending Feeback From Field,Lacking relevant experience,2023-08-16T15:12:13.883Z,,Indeed Direct Apply
2023-07-22T13:06:33.673Z,61636686,BOB JONES,Dental Office Manager - Opportunity to expand your horizons,inbox,Inbox,Lacking relevant experience,2023-08-03T12:15:11.900Z,,Indeed Direct Apply
2023-07-22T16:18:56.899Z,61645185,CHARLIE WILSON,Dental Office Manager - Opportunity to expand your horizons,inbox,Inbox,Lacking relevant experience,2023-07-24T13:39:45.241Z,,Indeed Direct Apply
2023-07-22T16:25:23.714Z,61645474,BOB WILLIAMS,Dental Revenue Cycle Manager,screening,Reviewing,Commute & location,2023-07-26T13:40:48.608Z,,Indeed Direct Apply
2023-07-22T16:49:08.946Z,61646479,JANE JOHNSON,Dental Revenue Cycle Manager,screening,Candidates to be rejected,Commute & location,2023-07-26T13:45:31.844Z,,Indeed Direct Apply
2023-07-22T17:45:23.530Z,61648754,ETHAN BROWN,Dental Revenue Cycle Manager,screening,Pending Feeback From Field,,,,Indeed Direct Apply
2023-07-22T19:40:31.586Z,61652925,EMMA BROWN,Dental Revenue Cycle Manager,screening,Reviewing,Lacking relevant experience,2023-07-26T13:41:13.126Z,,Indeed Direct Apply
2023-07-22T21:39:52.680Z,61656650,JANE DAVIS,Dental Office Manager - Opportunity to expand your horizons,inbox,Inbox,Lacking relevant experience,2023-07-24T13:38:43.731Z,,Indeed Direct Apply
2023-07-23T02:19:57.704Z,61661845,FRANK WILSON,Dental Receptionist,inbox,Inbox,Lacking relevant experience,2023-07-24T11:12:12.576Z,,Indeed Direct Apply
2023-07-23T14:04:21.016Z,61681495,BOB WILSON,Dental Receptionist,inbox,Inbox,Lacking relevant experience,2023-07-24T11:13:00.298Z,,Indeed Direct Apply
2023-07-23T16:36:11.976Z,61688977,CHARLIE DAVIS,General Dentist,inbox,Inbox,Dr. Weiss Rejected,2023-07-26T11:01:36.302Z,,Indeed Direct Apply
2023-07-23T16:54:45.443Z,61689888,GRACE JOHNSON,Dental Revenue Cycle Manager,inbox,Inbox,Lacking relevant experience,2023-07-24T11:47:52.375Z,,Indeed Direct Apply
2023-07-23T19:46:58.645Z,61698185,BOB BROWN,Dental Receptionist,inbox,Inbox,Lacking relevant experience,2023-07-24T11:13:47.436Z,,Indeed Direct Apply
2023-07-23T20:57:46.412Z,61701119,DIANA TAYLOR,Dental Receptionist,inbox,Inbox,Lacking relevant experience,2023-07-24T11:14:34.103Z,,Indeed Direct Apply
2023-07-23T21:44:30.668Z,61702946,GRACE DAVIS,Dental Revenue Cycle Manager,screening,Pending Feeback From Field,Lacking relevant experience,2023-08-16T15:11:52.308Z,,Indeed Direct Apply
2023-07-23T23:28:31.715Z,61706354,JANE SMITH,Dental Receptionist,screening,Pending Response From Candidate,Never Responded,2023-07-31T14:32:37.700Z,,Indeed Direct Apply
2023-07-24T00:15:52.503Z,61707416,FRANK SMITH,Dental Revenue Cycle Manager,inbox,Inbox,Lacking relevant experience,2023-07-24T11:49:03.197Z,,Indeed Direct Apply
2023-07-24T01:05:33.775Z,61708344,GRACE JOHNSON,Dental Revenue Cycle Manager,screening,Candidates to be rejected,Not Living In NYC,2023-07-27T17:00:52.933Z,,Indeed Direct Apply
2023-07-24T11:01:18.543Z,61738679,GRACE WILSON,Dental Office Manager - Opportunity to expand your horizons,screening,Pending Response From Candidate,Never Responded,2023-09-09T12:05:25.487Z,,Indeed Direct Apply
2023-07-24T11:56:15.321Z,61744033,BOB MOORE,Dental Revenue Cycle Manager,hired,Hired,,,2023-08-11T13:41:43.381Z,Indeed Direct Apply
2023-07-24T15:51:31.010Z,61770866,ETHAN JOHNSON,Dental Assistant - Brooklyn NY,offer,Pending Feedback From Field,Lacking relevant experience,2023-07-27T16:55:27.026Z,,Indeed Direct Apply
2023-07-24T17:58:00.323Z,61782481,JOHN WILSON,Dental Office Manager - Opportunity to expand your horizons,interview,Interview,No Show,2023-08-15T10:58:23.222Z,,Indeed Direct Apply
2023-07-24T18:50:28.475Z,61786592,ALICE TAYLOR,Dental Office Manager - Opportunity to expand your horizons,inbox,Inbox,Lacking relevant experience,2023-07-26T13:01:33.817Z,,ZipRecruiter United States
2023-07-24T21:40:03.722Z,61798328,BOB MILLER,Dental Receptionist,inbox,Inbox,Lacking relevant experience,2023-07-25T10:53:46.545Z,,ZipRecruiter United States
2023-07-24T22:23:30.765Z,61800563,ETHAN WILSON,Dental Revenue Cycle Manager,inbox,Inbox,Not Living In NYC,2023-07-27T12:01:29.948Z,,Indeed Direct Apply
2023-07-25T15:49:20.452Z,61869869,GRACE DAVIS,Dental Receptionist,inbox,Inbox,Lacking relevant experience,2023-07-26T10:46:59.082Z,,ZipRecruiter United States
2023-07-25T17:14:24.217Z,61876827,ALICE WILLIAMS,Dental Revenue Cycle Manager,offer,Invite to Zoom Screening Interview,Not interested anymore,2023-08-08T13:16:06.227Z,,Indeed Direct Apply
2023-07-25T17:25:31.383Z,61877621,JOHN TAYLOR,Dental Office Manager - Opportunity to expand your horizons,inbox,Inbox,Lacking relevant experience,2023-07-26T13:01:20.413Z,,Indeed Direct Apply
2023-07-25T18:07:31.027Z,61880699,ALICE WILLIAMS,Dental Office Manager - Opportunity to expand your horizons,inbox,Inbox,Lacking relevant experience,2023-07-26T13:00:27.176Z,,Indeed Direct Apply
